 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 354100 Praia Grande
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";10465;10024;20489
"De 5 a 9 anos";11057;10673;21730
"De 10 a 14 anos";10878;10795;21673
"De 15 a 19 anos";10260;10207;20467
"De 20 a 24 anos";10837;10845;21682
"De 25 a 29 anos";10738;11394;22132
"De 30 a 34 anos";9927;10663;20590
"De 35 a 39 anos";8901;9479;18380
"De 40 a 44 anos";8043;8859;16902
"De 45 a 49 anos";7240;8319;15559
"De 50 a 54 anos";6481;7629;14110
"De 55 a 59 anos";5459;6514;11973
"De 60 a 64 anos";4319;5187;9506
"De 65 a 69 anos";3189;4021;7210
"De 70 a 74 anos";2370;3072;5442
"De 75 a 79 anos";1547;2121;3668
"De 80 anos ou mais";1217;2068;3285
"Total";122928;131870;254798
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

