 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 350580 Bastos
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";730;696;1426
"De 5 a 9 anos";687;699;1386
"De 10 a 14 anos";705;710;1415
"De 15 a 19 anos";728;744;1472
"De 20 a 24 anos";772;784;1556
"De 25 a 29 anos";818;788;1606
"De 30 a 34 anos";803;777;1580
"De 35 a 39 anos";782;736;1518
"De 40 a 44 anos";736;751;1487
"De 45 a 49 anos";764;782;1546
"De 50 a 54 anos";747;750;1497
"De 55 a 59 anos";614;664;1278
"De 60 a 64 anos";457;529;986
"De 65 a 69 anos";359;405;764
"De 70 a 74 anos";238;315;553
"De 75 a 79 anos";173;233;406
"De 80 anos ou mais";172;307;479
"Total";10285;10670;20955
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

