 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 290170 Antônio Cardoso
Período:2014
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";479;459;938
"De 5 a 9 anos";504;476;980
"De 10 a 14 anos";516;488;1004
"De 15 a 19 anos";600;541;1141
"De 20 a 24 anos";578;571;1149
"De 25 a 29 anos";529;525;1054
"De 30 a 34 anos";493;463;956
"De 35 a 39 anos";369;400;769
"De 40 a 44 anos";321;363;684
"De 45 a 49 anos";335;312;647
"De 50 a 54 anos";263;261;524
"De 55 a 59 anos";184;230;414
"De 60 a 64 anos";163;192;355
"De 65 a 69 anos";142;193;335
"De 70 a 74 anos";118;176;294
"De 75 a 79 anos";87;133;220
"De 80 anos ou mais";114;177;291
"Total";5795;5960;11755
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

