 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 412080 Quatro Barras
Período:2015
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";891;849;1740
"De 5 a 9 anos";857;826;1683
"De 10 a 14 anos";950;798;1748
"De 15 a 19 anos";1038;909;1947
"De 20 a 24 anos";1028;1012;2040
"De 25 a 29 anos";912;938;1850
"De 30 a 34 anos";888;906;1794
"De 35 a 39 anos";842;881;1723
"De 40 a 44 anos";769;775;1544
"De 45 a 49 anos";707;778;1485
"De 50 a 54 anos";624;695;1319
"De 55 a 59 anos";520;524;1044
"De 60 a 64 anos";364;396;760
"De 65 a 69 anos";271;280;551
"De 70 a 74 anos";190;197;387
"De 75 a 79 anos";109;125;234
"De 80 anos ou mais";107;140;247
"Total";11067;11029;22096
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

