 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 431280 Nova Araçá
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";93;93;186
"De 5 a 9 anos";121;130;251
"De 10 a 14 anos";152;165;317
"De 15 a 19 anos";172;173;345
"De 20 a 24 anos";159;135;294
"De 25 a 29 anos";135;159;294
"De 30 a 34 anos";134;137;271
"De 35 a 39 anos";149;140;289
"De 40 a 44 anos";161;146;307
"De 45 a 49 anos";153;144;297
"De 50 a 54 anos";123;131;254
"De 55 a 59 anos";104;115;219
"De 60 a 64 anos";76;90;166
"De 65 a 69 anos";63;62;125
"De 70 a 74 anos";37;52;89
"De 75 a 79 anos";31;42;73
"De 80 anos ou mais";25;46;71
"Total";1888;1960;3848
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

