 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 270375 Jequiá da Praia
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";699;677;1376
"De 5 a 9 anos";822;769;1591
"De 10 a 14 anos";761;726;1487
"De 15 a 19 anos";703;684;1387
"De 20 a 24 anos";686;649;1335
"De 25 a 29 anos";554;531;1085
"De 30 a 34 anos";456;429;885
"De 35 a 39 anos";411;359;770
"De 40 a 44 anos";339;316;655
"De 45 a 49 anos";267;232;499
"De 50 a 54 anos";209;202;411
"De 55 a 59 anos";165;159;324
"De 60 a 64 anos";142;136;278
"De 65 a 69 anos";102;111;213
"De 70 a 74 anos";75;83;158
"De 75 a 79 anos";47;45;92
"De 80 anos ou mais";43;53;96
"Total";6481;6161;12642
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

