 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 351590 Floreal
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";96;86;182
"De 5 a 9 anos";124;114;238
"De 10 a 14 anos";126;117;243
"De 15 a 19 anos";132;130;262
"De 20 a 24 anos";130;120;250
"De 25 a 29 anos";116;114;230
"De 30 a 34 anos";123;123;246
"De 35 a 39 anos";116;137;253
"De 40 a 44 anos";122;115;237
"De 45 a 49 anos";107;109;216
"De 50 a 54 anos";99;98;197
"De 55 a 59 anos";82;81;163
"De 60 a 64 anos";75;84;159
"De 65 a 69 anos";58;73;131
"De 70 a 74 anos";59;67;126
"De 75 a 79 anos";36;42;78
"De 80 anos ou mais";20;28;48
"Total";1621;1638;3259
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

