 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 221040 São Miguel do Tapuio
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";732;702;1434
"De 5 a 9 anos";904;836;1740
"De 10 a 14 anos";1011;889;1900
"De 15 a 19 anos";952;812;1764
"De 20 a 24 anos";836;777;1613
"De 25 a 29 anos";720;723;1443
"De 30 a 34 anos";672;690;1362
"De 35 a 39 anos";576;598;1174
"De 40 a 44 anos";526;535;1061
"De 45 a 49 anos";505;514;1019
"De 50 a 54 anos";436;468;904
"De 55 a 59 anos";377;416;793
"De 60 a 64 anos";349;343;692
"De 65 a 69 anos";269;259;528
"De 70 a 74 anos";205;216;421
"De 75 a 79 anos";148;157;305
"De 80 anos ou mais";167;189;356
"Total";9385;9124;18509
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

