 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 354190 Queluz
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";444;427;871
"De 5 a 9 anos";473;479;952
"De 10 a 14 anos";506;459;965
"De 15 a 19 anos";494;500;994
"De 20 a 24 anos";513;503;1016
"De 25 a 29 anos";521;470;991
"De 30 a 34 anos";437;411;848
"De 35 a 39 anos";425;376;801
"De 40 a 44 anos";356;338;694
"De 45 a 49 anos";317;314;631
"De 50 a 54 anos";270;250;520
"De 55 a 59 anos";200;215;415
"De 60 a 64 anos";139;155;294
"De 65 a 69 anos";117;123;240
"De 70 a 74 anos";87;115;202
"De 75 a 79 anos";62;72;134
"De 80 anos ou mais";56;83;139
"Total";5417;5290;10707
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

