 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 230185 Banabuiú
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";850;824;1674
"De 5 a 9 anos";1064;1047;2111
"De 10 a 14 anos";1038;1041;2079
"De 15 a 19 anos";938;905;1843
"De 20 a 24 anos";783;736;1519
"De 25 a 29 anos";596;570;1166
"De 30 a 34 anos";560;533;1093
"De 35 a 39 anos";541;533;1074
"De 40 a 44 anos";510;489;999
"De 45 a 49 anos";415;380;795
"De 50 a 54 anos";326;327;653
"De 55 a 59 anos";270;261;531
"De 60 a 64 anos";241;227;468
"De 65 a 69 anos";199;226;425
"De 70 a 74 anos";155;145;300
"De 75 a 79 anos";128;116;244
"De 80 anos ou mais";160;138;298
"Total";8774;8498;17272
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

