 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 412220 Rio Branco do Sul
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1383;1285;2668
"De 5 a 9 anos";1380;1256;2636
"De 10 a 14 anos";1505;1457;2962
"De 15 a 19 anos";1539;1573;3112
"De 20 a 24 anos";1399;1442;2841
"De 25 a 29 anos";1333;1329;2662
"De 30 a 34 anos";1315;1307;2622
"De 35 a 39 anos";1190;1210;2400
"De 40 a 44 anos";1105;1098;2203
"De 45 a 49 anos";971;963;1934
"De 50 a 54 anos";792;782;1574
"De 55 a 59 anos";656;610;1266
"De 60 a 64 anos";519;468;987
"De 65 a 69 anos";354;338;692
"De 70 a 74 anos";244;232;476
"De 75 a 79 anos";151;152;303
"De 80 anos ou mais";153;142;295
"Total";15989;15644;31633
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

