 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 317075 Varjão de Minas
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";259;273;532
"De 5 a 9 anos";284;290;574
"De 10 a 14 anos";299;263;562
"De 15 a 19 anos";250;242;492
"De 20 a 24 anos";237;218;455
"De 25 a 29 anos";245;195;440
"De 30 a 34 anos";219;196;415
"De 35 a 39 anos";204;183;387
"De 40 a 44 anos";159;139;298
"De 45 a 49 anos";122;99;221
"De 50 a 54 anos";96;69;165
"De 55 a 59 anos";79;59;138
"De 60 a 64 anos";56;53;109
"De 65 a 69 anos";42;53;95
"De 70 a 74 anos";24;29;53
"De 75 a 79 anos";17;17;34
"De 80 anos ou mais";13;14;27
"Total";2605;2392;4997
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

