 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 421535 Saltinho
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";159;133;292
"De 5 a 9 anos";179;143;322
"De 10 a 14 anos";185;191;376
"De 15 a 19 anos";181;179;360
"De 20 a 24 anos";155;152;307
"De 25 a 29 anos";125;138;263
"De 30 a 34 anos";125;119;244
"De 35 a 39 anos";127;113;240
"De 40 a 44 anos";137;114;251
"De 45 a 49 anos";126;125;251
"De 50 a 54 anos";118;134;252
"De 55 a 59 anos";112;114;226
"De 60 a 64 anos";106;87;193
"De 65 a 69 anos";76;69;145
"De 70 a 74 anos";54;53;107
"De 75 a 79 anos";37;35;72
"De 80 anos ou mais";29;42;71
"Total";2031;1941;3972
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

