 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 240720 Macau
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1052;1008;2060
"De 5 a 9 anos";1106;1067;2173
"De 10 a 14 anos";1207;1193;2400
"De 15 a 19 anos";1292;1283;2575
"De 20 a 24 anos";1315;1309;2624
"De 25 a 29 anos";1277;1320;2597
"De 30 a 34 anos";1329;1307;2636
"De 35 a 39 anos";1252;1232;2484
"De 40 a 44 anos";1080;1144;2224
"De 45 a 49 anos";1071;1099;2170
"De 50 a 54 anos";1080;1110;2190
"De 55 a 59 anos";816;925;1741
"De 60 a 64 anos";522;594;1116
"De 65 a 69 anos";357;436;793
"De 70 a 74 anos";305;401;706
"De 75 a 79 anos";197;294;491
"De 80 anos ou mais";211;393;604
"Total";15469;16115;31584
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

