 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 220830 Piracuruca
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1032;985;2017
"De 5 a 9 anos";1025;984;2009
"De 10 a 14 anos";1033;1055;2088
"De 15 a 19 anos";1189;1185;2374
"De 20 a 24 anos";1401;1417;2818
"De 25 a 29 anos";1355;1268;2623
"De 30 a 34 anos";1120;1234;2354
"De 35 a 39 anos";1048;1070;2118
"De 40 a 44 anos";918;1017;1935
"De 45 a 49 anos";853;941;1794
"De 50 a 54 anos";813;829;1642
"De 55 a 59 anos";643;740;1383
"De 60 a 64 anos";508;609;1117
"De 65 a 69 anos";398;493;891
"De 70 a 74 anos";320;370;690
"De 75 a 79 anos";235;268;503
"De 80 anos ou mais";214;304;518
"Total";14105;14769;28874
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

