 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 220208 Cajueiro da Praia
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";300;296;596
"De 5 a 9 anos";355;361;716
"De 10 a 14 anos";428;373;801
"De 15 a 19 anos";386;316;702
"De 20 a 24 anos";354;317;671
"De 25 a 29 anos";332;305;637
"De 30 a 34 anos";335;287;622
"De 35 a 39 anos";289;217;506
"De 40 a 44 anos";205;201;406
"De 45 a 49 anos";181;150;331
"De 50 a 54 anos";131;141;272
"De 55 a 59 anos";124;136;260
"De 60 a 64 anos";106;130;236
"De 65 a 69 anos";122;82;204
"De 70 a 74 anos";91;83;174
"De 75 a 79 anos";38;49;87
"De 80 anos ou mais";51;62;113
"Total";3828;3506;7334
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

