 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 421970 Xaxim
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";995;950;1945
"De 5 a 9 anos";939;891;1830
"De 10 a 14 anos";935;851;1786
"De 15 a 19 anos";972;899;1871
"De 20 a 24 anos";1092;1088;2180
"De 25 a 29 anos";1156;1204;2360
"De 30 a 34 anos";1224;1213;2437
"De 35 a 39 anos";1122;1103;2225
"De 40 a 44 anos";978;946;1924
"De 45 a 49 anos";961;964;1925
"De 50 a 54 anos";958;1013;1971
"De 55 a 59 anos";863;887;1750
"De 60 a 64 anos";683;722;1405
"De 65 a 69 anos";546;596;1142
"De 70 a 74 anos";380;432;812
"De 75 a 79 anos";243;305;548
"De 80 anos ou mais";208;387;595
"Total";14255;14451;28706
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

