 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 411375 Lunardelli
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";239;223;462
"De 5 a 9 anos";259;241;500
"De 10 a 14 anos";284;239;523
"De 15 a 19 anos";289;255;544
"De 20 a 24 anos";242;219;461
"De 25 a 29 anos";195;203;398
"De 30 a 34 anos";193;220;413
"De 35 a 39 anos";208;216;424
"De 40 a 44 anos";206;199;405
"De 45 a 49 anos";168;159;327
"De 50 a 54 anos";139;132;271
"De 55 a 59 anos";137;127;264
"De 60 a 64 anos";114;106;220
"De 65 a 69 anos";101;80;181
"De 70 a 74 anos";67;52;119
"De 75 a 79 anos";46;45;91
"De 80 anos ou mais";32;30;62
"Total";2919;2746;5665
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

