 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 411545 Marquinho
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";314;311;625
"De 5 a 9 anos";341;324;665
"De 10 a 14 anos";329;312;641
"De 15 a 19 anos";320;296;616
"De 20 a 24 anos";264;232;496
"De 25 a 29 anos";218;190;408
"De 30 a 34 anos";200;178;378
"De 35 a 39 anos";182;172;354
"De 40 a 44 anos";161;159;320
"De 45 a 49 anos";139;145;284
"De 50 a 54 anos";128;116;244
"De 55 a 59 anos";105;90;195
"De 60 a 64 anos";82;63;145
"De 65 a 69 anos";55;44;99
"De 70 a 74 anos";39;29;68
"De 75 a 79 anos";26;19;45
"De 80 anos ou mais";15;16;31
"Total";2918;2696;5614
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

