 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314720 Paraguaçu
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";821;783;1604
"De 5 a 9 anos";891;881;1772
"De 10 a 14 anos";954;964;1918
"De 15 a 19 anos";985;918;1903
"De 20 a 24 anos";886;788;1674
"De 25 a 29 anos";754;728;1482
"De 30 a 34 anos";693;740;1433
"De 35 a 39 anos";740;735;1475
"De 40 a 44 anos";708;639;1347
"De 45 a 49 anos";573;547;1120
"De 50 a 54 anos";489;482;971
"De 55 a 59 anos";393;395;788
"De 60 a 64 anos";310;327;637
"De 65 a 69 anos";268;267;535
"De 70 a 74 anos";208;225;433
"De 75 a 79 anos";156;202;358
"De 80 anos ou mais";113;161;274
"Total";9942;9782;19724
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

