 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 316805 Taparuba
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";92;95;187
"De 5 a 9 anos";103;103;206
"De 10 a 14 anos";111;98;209
"De 15 a 19 anos";117;103;220
"De 20 a 24 anos";121;106;227
"De 25 a 29 anos";114;102;216
"De 30 a 34 anos";128;107;235
"De 35 a 39 anos";104;99;203
"De 40 a 44 anos";94;105;199
"De 45 a 49 anos";116;112;228
"De 50 a 54 anos";118;98;216
"De 55 a 59 anos";100;90;190
"De 60 a 64 anos";85;85;170
"De 65 a 69 anos";77;63;140
"De 70 a 74 anos";60;62;122
"De 75 a 79 anos";48;50;98
"De 80 anos ou mais";48;52;100
"Total";1636;1530;3166
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

