 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 420945 Lajeado Grande
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";35;33;68
"De 5 a 9 anos";35;33;68
"De 10 a 14 anos";37;33;70
"De 15 a 19 anos";49;35;84
"De 20 a 24 anos";60;54;114
"De 25 a 29 anos";61;59;120
"De 30 a 34 anos";55;47;102
"De 35 a 39 anos";44;47;91
"De 40 a 44 anos";48;44;92
"De 45 a 49 anos";50;47;97
"De 50 a 54 anos";55;60;115
"De 55 a 59 anos";56;58;114
"De 60 a 64 anos";50;47;97
"De 65 a 69 anos";38;43;81
"De 70 a 74 anos";23;30;53
"De 75 a 79 anos";15;18;33
"De 80 anos ou mais";20;28;48
"Total";731;716;1447
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

