 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 420170 Ascurra
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";266;294;560
"De 5 a 9 anos";326;321;647
"De 10 a 14 anos";362;315;677
"De 15 a 19 anos";359;342;701
"De 20 a 24 anos";273;302;575
"De 25 a 29 anos";287;322;609
"De 30 a 34 anos";326;302;628
"De 35 a 39 anos";310;249;559
"De 40 a 44 anos";223;255;478
"De 45 a 49 anos";209;207;416
"De 50 a 54 anos";183;164;347
"De 55 a 59 anos";108;124;232
"De 60 a 64 anos";94;103;197
"De 65 a 69 anos";69;85;154
"De 70 a 74 anos";69;79;148
"De 75 a 79 anos";47;64;111
"De 80 anos ou mais";23;37;60
"Total";3534;3565;7099
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

