 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 500690 Porto Murtinho
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";826;781;1607
"De 5 a 9 anos";930;843;1773
"De 10 a 14 anos";876;785;1661
"De 15 a 19 anos";804;700;1504
"De 20 a 24 anos";725;633;1358
"De 25 a 29 anos";650;556;1206
"De 30 a 34 anos";582;483;1065
"De 35 a 39 anos";509;411;920
"De 40 a 44 anos";458;365;823
"De 45 a 49 anos";339;314;653
"De 50 a 54 anos";267;218;485
"De 55 a 59 anos";219;197;416
"De 60 a 64 anos";165;155;320
"De 65 a 69 anos";147;131;278
"De 70 a 74 anos";92;76;168
"De 75 a 79 anos";66;50;116
"De 80 anos ou mais";57;70;127
"Total";7712;6768;14480
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

