 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 355610 Valentim Gentil
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";372;349;721
"De 5 a 9 anos";392;406;798
"De 10 a 14 anos";382;406;788
"De 15 a 19 anos";440;439;879
"De 20 a 24 anos";537;496;1033
"De 25 a 29 anos";522;471;993
"De 30 a 34 anos";433;423;856
"De 35 a 39 anos";401;370;771
"De 40 a 44 anos";374;385;759
"De 45 a 49 anos";363;348;711
"De 50 a 54 anos";319;282;601
"De 55 a 59 anos";230;228;458
"De 60 a 64 anos";192;189;381
"De 65 a 69 anos";141;152;293
"De 70 a 74 anos";107;132;239
"De 75 a 79 anos";76;76;152
"De 80 anos ou mais";60;83;143
"Total";5341;5235;10576
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

