 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 520580 Corumbá de Goiás
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";533;483;1016
"De 5 a 9 anos";502;452;954
"De 10 a 14 anos";567;556;1123
"De 15 a 19 anos";568;490;1058
"De 20 a 24 anos";474;452;926
"De 25 a 29 anos";411;365;776
"De 30 a 34 anos";365;346;711
"De 35 a 39 anos";327;294;621
"De 40 a 44 anos";301;255;556
"De 45 a 49 anos";230;264;494
"De 50 a 54 anos";224;195;419
"De 55 a 59 anos";201;166;367
"De 60 a 64 anos";151;152;303
"De 65 a 69 anos";115;115;230
"De 70 a 74 anos";78;73;151
"De 75 a 79 anos";81;60;141
"De 80 anos ou mais";37;63;100
"Total";5165;4781;9946
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

