 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312580 Fernandes Tourinho
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";132;111;243
"De 5 a 9 anos";154;131;285
"De 10 a 14 anos";149;150;299
"De 15 a 19 anos";142;117;259
"De 20 a 24 anos";90;107;197
"De 25 a 29 anos";75;87;162
"De 30 a 34 anos";65;98;163
"De 35 a 39 anos";94;89;183
"De 40 a 44 anos";81;64;145
"De 45 a 49 anos";70;64;134
"De 50 a 54 anos";54;47;101
"De 55 a 59 anos";48;63;111
"De 60 a 64 anos";52;50;102
"De 65 a 69 anos";49;54;103
"De 70 a 74 anos";33;41;74
"De 75 a 79 anos";14;16;30
"De 80 anos ou mais";19;19;38
"Total";1321;1308;2629
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

