 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 261550 Tracunhaém
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";581;553;1134
"De 5 a 9 anos";583;563;1146
"De 10 a 14 anos";570;579;1149
"De 15 a 19 anos";500;568;1068
"De 20 a 24 anos";518;550;1068
"De 25 a 29 anos";530;575;1105
"De 30 a 34 anos";534;588;1122
"De 35 a 39 anos";525;598;1123
"De 40 a 44 anos";488;562;1050
"De 45 a 49 anos";430;477;907
"De 50 a 54 anos";375;371;746
"De 55 a 59 anos";292;316;608
"De 60 a 64 anos";222;282;504
"De 65 a 69 anos";190;179;369
"De 70 a 74 anos";138;138;276
"De 75 a 79 anos";92;110;202
"De 80 anos ou mais";86;106;192
"Total";6654;7115;13769
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

