 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 290840 Conceição do Coité
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2465;2353;4818
"De 5 a 9 anos";2532;2458;4990
"De 10 a 14 anos";2743;2676;5419
"De 15 a 19 anos";2872;2837;5709
"De 20 a 24 anos";2779;2812;5591
"De 25 a 29 anos";2608;2818;5426
"De 30 a 34 anos";2670;2895;5565
"De 35 a 39 anos";2655;2738;5393
"De 40 a 44 anos";2236;2351;4587
"De 45 a 49 anos";1959;2072;4031
"De 50 a 54 anos";1645;1694;3339
"De 55 a 59 anos";1311;1384;2695
"De 60 a 64 anos";1043;1155;2198
"De 65 a 69 anos";920;1024;1944
"De 70 a 74 anos";765;856;1621
"De 75 a 79 anos";539;612;1151
"De 80 anos ou mais";548;727;1275
"Total";32290;33462;65752
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

