 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 353810 Pindorama
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";516;481;997
"De 5 a 9 anos";510;474;984
"De 10 a 14 anos";560;496;1056
"De 15 a 19 anos";612;568;1180
"De 20 a 24 anos";687;626;1313
"De 25 a 29 anos";674;600;1274
"De 30 a 34 anos";595;556;1151
"De 35 a 39 anos";562;534;1096
"De 40 a 44 anos";514;510;1024
"De 45 a 49 anos";482;460;942
"De 50 a 54 anos";418;435;853
"De 55 a 59 anos";404;370;774
"De 60 a 64 anos";284;321;605
"De 65 a 69 anos";247;248;495
"De 70 a 74 anos";203;235;438
"De 75 a 79 anos";158;177;335
"De 80 anos ou mais";126;177;303
"Total";7552;7268;14820
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

