 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 350540 Barra do Turvo
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";474;455;929
"De 5 a 9 anos";469;471;940
"De 10 a 14 anos";469;435;904
"De 15 a 19 anos";434;401;835
"De 20 a 24 anos";361;348;709
"De 25 a 29 anos";291;277;568
"De 30 a 34 anos";252;232;484
"De 35 a 39 anos";236;225;461
"De 40 a 44 anos";223;215;438
"De 45 a 49 anos";224;193;417
"De 50 a 54 anos";196;156;352
"De 55 a 59 anos";183;138;321
"De 60 a 64 anos";165;123;288
"De 65 a 69 anos";128;92;220
"De 70 a 74 anos";86;70;156
"De 75 a 79 anos";59;50;109
"De 80 anos ou mais";28;25;53
"Total";4278;3906;8184
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

