 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 211250 Tutóia
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2881;2759;5640
"De 5 a 9 anos";2969;2885;5854
"De 10 a 14 anos";3149;3101;6250
"De 15 a 19 anos";3219;3130;6349
"De 20 a 24 anos";2966;2985;5951
"De 25 a 29 anos";2485;2626;5111
"De 30 a 34 anos";2137;2309;4446
"De 35 a 39 anos";1879;1830;3709
"De 40 a 44 anos";1431;1436;2867
"De 45 a 49 anos";1295;1269;2564
"De 50 a 54 anos";1090;1027;2117
"De 55 a 59 anos";820;811;1631
"De 60 a 64 anos";644;695;1339
"De 65 a 69 anos";578;556;1134
"De 70 a 74 anos";451;418;869
"De 75 a 79 anos";293;324;617
"De 80 anos ou mais";355;415;770
"Total";28642;28576;57218
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

