 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 293015 Serra do Ramalho
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1660;1585;3245
"De 5 a 9 anos";1839;1756;3595
"De 10 a 14 anos";1994;1884;3878
"De 15 a 19 anos";1916;1770;3686
"De 20 a 24 anos";1706;1487;3193
"De 25 a 29 anos";1327;1204;2531
"De 30 a 34 anos";1061;957;2018
"De 35 a 39 anos";945;863;1808
"De 40 a 44 anos";847;795;1642
"De 45 a 49 anos";714;702;1416
"De 50 a 54 anos";603;587;1190
"De 55 a 59 anos";533;523;1056
"De 60 a 64 anos";489;453;942
"De 65 a 69 anos";448;383;831
"De 70 a 74 anos";336;278;614
"De 75 a 79 anos";211;189;400
"De 80 anos ou mais";199;178;377
"Total";16828;15594;32422
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

