 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 432170 Três Coroas
Período:2015
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";978;933;1911
"De 5 a 9 anos";944;901;1845
"De 10 a 14 anos";952;1007;1959
"De 15 a 19 anos";1097;1107;2204
"De 20 a 24 anos";1131;1091;2222
"De 25 a 29 anos";1142;1134;2276
"De 30 a 34 anos";1194;1131;2325
"De 35 a 39 anos";1065;1048;2113
"De 40 a 44 anos";980;1006;1986
"De 45 a 49 anos";929;916;1845
"De 50 a 54 anos";777;782;1559
"De 55 a 59 anos";639;665;1304
"De 60 a 64 anos";487;564;1051
"De 65 a 69 anos";345;404;749
"De 70 a 74 anos";227;285;512
"De 75 a 79 anos";120;203;323
"De 80 anos ou mais";110;246;356
"Total";13117;13423;26540
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

