 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 412470 São Jerônimo da Serra
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";452;448;900
"De 5 a 9 anos";566;529;1095
"De 10 a 14 anos";597;585;1182
"De 15 a 19 anos";548;535;1083
"De 20 a 24 anos";500;457;957
"De 25 a 29 anos";440;393;833
"De 30 a 34 anos";415;409;824
"De 35 a 39 anos";404;378;782
"De 40 a 44 anos";394;365;759
"De 45 a 49 anos";352;334;686
"De 50 a 54 anos";303;297;600
"De 55 a 59 anos";275;248;523
"De 60 a 64 anos";236;198;434
"De 65 a 69 anos";196;167;363
"De 70 a 74 anos";156;125;281
"De 75 a 79 anos";94;84;178
"De 80 anos ou mais";85;79;164
"Total";6013;5631;11644
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

