 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 350240 Anhumas
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";137;131;268
"De 5 a 9 anos";138;131;269
"De 10 a 14 anos";135;134;269
"De 15 a 19 anos";142;138;280
"De 20 a 24 anos";144;146;290
"De 25 a 29 anos";157;157;314
"De 30 a 34 anos";167;165;332
"De 35 a 39 anos";151;146;297
"De 40 a 44 anos";130;154;284
"De 45 a 49 anos";125;159;284
"De 50 a 54 anos";140;149;289
"De 55 a 59 anos";128;111;239
"De 60 a 64 anos";98;102;200
"De 65 a 69 anos";72;83;155
"De 70 a 74 anos";54;63;117
"De 75 a 79 anos";41;49;90
"De 80 anos ou mais";46;62;108
"Total";2005;2080;4085
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

