 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 351330 Cruzália
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";77;75;152
"De 5 a 9 anos";87;86;173
"De 10 a 14 anos";89;90;179
"De 15 a 19 anos";96;93;189
"De 20 a 24 anos";108;102;210
"De 25 a 29 anos";99;89;188
"De 30 a 34 anos";82;88;170
"De 35 a 39 anos";88;88;176
"De 40 a 44 anos";106;104;210
"De 45 a 49 anos";97;98;195
"De 50 a 54 anos";72;78;150
"De 55 a 59 anos";55;58;113
"De 60 a 64 anos";39;47;86
"De 65 a 69 anos";37;44;81
"De 70 a 74 anos";28;34;62
"De 75 a 79 anos";18;30;48
"De 80 anos ou mais";19;24;43
"Total";1197;1228;2425
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

