 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 316930 Três Corações
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";3387;3300;6687
"De 5 a 9 anos";3363;3272;6635
"De 10 a 14 anos";3326;3158;6484
"De 15 a 19 anos";3474;3389;6863
"De 20 a 24 anos";3245;3134;6379
"De 25 a 29 anos";2703;2601;5304
"De 30 a 34 anos";2529;2580;5109
"De 35 a 39 anos";2395;2578;4973
"De 40 a 44 anos";2270;2371;4641
"De 45 a 49 anos";1857;1917;3774
"De 50 a 54 anos";1463;1511;2974
"De 55 a 59 anos";1127;1141;2268
"De 60 a 64 anos";866;973;1839
"De 65 a 69 anos";695;772;1467
"De 70 a 74 anos";498;601;1099
"De 75 a 79 anos";351;497;848
"De 80 anos ou mais";212;343;555
"Total";33761;34138;67899
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

