 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 510622 Nova Mutum
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1246;1193;2439
"De 5 a 9 anos";1276;1218;2494
"De 10 a 14 anos";1424;1345;2769
"De 15 a 19 anos";1539;1353;2892
"De 20 a 24 anos";1463;1272;2735
"De 25 a 29 anos";1325;1203;2528
"De 30 a 34 anos";1147;1041;2188
"De 35 a 39 anos";1051;924;1975
"De 40 a 44 anos";903;799;1702
"De 45 a 49 anos";679;546;1225
"De 50 a 54 anos";496;360;856
"De 55 a 59 anos";321;236;557
"De 60 a 64 anos";183;157;340
"De 65 a 69 anos";126;104;230
"De 70 a 74 anos";84;66;150
"De 75 a 79 anos";33;40;73
"De 80 anos ou mais";22;30;52
"Total";13318;11887;25205
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

