 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 251540 São Vicente do Seridó
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";467;475;942
"De 5 a 9 anos";602;540;1142
"De 10 a 14 anos";603;562;1165
"De 15 a 19 anos";609;581;1190
"De 20 a 24 anos";552;509;1061
"De 25 a 29 anos";421;376;797
"De 30 a 34 anos";373;328;701
"De 35 a 39 anos";293;288;581
"De 40 a 44 anos";271;255;526
"De 45 a 49 anos";228;208;436
"De 50 a 54 anos";173;176;349
"De 55 a 59 anos";160;164;324
"De 60 a 64 anos";152;150;302
"De 65 a 69 anos";119;130;249
"De 70 a 74 anos";97;96;193
"De 75 a 79 anos";51;56;107
"De 80 anos ou mais";90;92;182
"Total";5261;4986;10247
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

