 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312330 Dores do Turvo
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";125;119;244
"De 5 a 9 anos";196;205;401
"De 10 a 14 anos";217;217;434
"De 15 a 19 anos";227;206;433
"De 20 a 24 anos";191;170;361
"De 25 a 29 anos";151;154;305
"De 30 a 34 anos";162;149;311
"De 35 a 39 anos";160;153;313
"De 40 a 44 anos";167;150;317
"De 45 a 49 anos";169;146;315
"De 50 a 54 anos";147;124;271
"De 55 a 59 anos";119;103;222
"De 60 a 64 anos";104;99;203
"De 65 a 69 anos";82;84;166
"De 70 a 74 anos";69;58;127
"De 75 a 79 anos";41;43;84
"De 80 anos ou mais";49;51;100
"Total";2376;2231;4607
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

