 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 354370 Rincão
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";431;409;840
"De 5 a 9 anos";411;375;786
"De 10 a 14 anos";392;376;768
"De 15 a 19 anos";428;404;832
"De 20 a 24 anos";432;414;846
"De 25 a 29 anos";433;422;855
"De 30 a 34 anos";438;454;892
"De 35 a 39 anos";406;389;795
"De 40 a 44 anos";371;360;731
"De 45 a 49 anos";364;348;712
"De 50 a 54 anos";337;301;638
"De 55 a 59 anos";279;284;563
"De 60 a 64 anos";228;221;449
"De 65 a 69 anos";190;190;380
"De 70 a 74 anos";125;135;260
"De 75 a 79 anos";86;104;190
"De 80 anos ou mais";85;138;223
"Total";5436;5324;10760
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

