 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 320420 Piúma
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";646;706;1352
"De 5 a 9 anos";782;725;1507
"De 10 a 14 anos";854;831;1685
"De 15 a 19 anos";858;805;1663
"De 20 a 24 anos";780;773;1553
"De 25 a 29 anos";756;759;1515
"De 30 a 34 anos";755;769;1524
"De 35 a 39 anos";652;705;1357
"De 40 a 44 anos";614;677;1291
"De 45 a 49 anos";583;623;1206
"De 50 a 54 anos";526;538;1064
"De 55 a 59 anos";421;407;828
"De 60 a 64 anos";331;330;661
"De 65 a 69 anos";229;252;481
"De 70 a 74 anos";177;189;366
"De 75 a 79 anos";114;148;262
"De 80 anos ou mais";91;135;226
"Total";9169;9372;18541
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

