 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 230200 Barro
Período:2006
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";886;861;1747
"De 5 a 9 anos";1029;1020;2049
"De 10 a 14 anos";1100;1092;2192
"De 15 a 19 anos";1147;1081;2228
"De 20 a 24 anos";1035;978;2013
"De 25 a 29 anos";843;817;1660
"De 30 a 34 anos";698;747;1445
"De 35 a 39 anos";653;697;1350
"De 40 a 44 anos";595;594;1189
"De 45 a 49 anos";460;542;1002
"De 50 a 54 anos";402;470;872
"De 55 a 59 anos";384;458;842
"De 60 a 64 anos";355;397;752
"De 65 a 69 anos";356;358;714
"De 70 a 74 anos";231;277;508
"De 75 a 79 anos";181;216;397
"De 80 anos ou mais";232;235;467
"Total";10587;10840;21427
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

