 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 240890 Parelhas
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";983;946;1929
"De 5 a 9 anos";962;949;1911
"De 10 a 14 anos";1050;1046;2096
"De 15 a 19 anos";1175;1134;2309
"De 20 a 24 anos";944;899;1843
"De 25 a 29 anos";744;740;1484
"De 30 a 34 anos";680;678;1358
"De 35 a 39 anos";673;669;1342
"De 40 a 44 anos";559;613;1172
"De 45 a 49 anos";440;480;920
"De 50 a 54 anos";388;411;799
"De 55 a 59 anos";318;342;660
"De 60 a 64 anos";229;308;537
"De 65 a 69 anos";205;297;502
"De 70 a 74 anos";172;233;405
"De 75 a 79 anos";198;249;447
"De 80 anos ou mais";209;244;453
"Total";9929;10238;20167
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

