 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 355000 São Luís do Paraitinga
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";341;323;664
"De 5 a 9 anos";436;392;828
"De 10 a 14 anos";471;445;916
"De 15 a 19 anos";442;462;904
"De 20 a 24 anos";459;446;905
"De 25 a 29 anos";406;390;796
"De 30 a 34 anos";405;400;805
"De 35 a 39 anos";407;384;791
"De 40 a 44 anos";395;370;765
"De 45 a 49 anos";381;326;707
"De 50 a 54 anos";303;272;575
"De 55 a 59 anos";265;226;491
"De 60 a 64 anos";214;221;435
"De 65 a 69 anos";197;191;388
"De 70 a 74 anos";146;137;283
"De 75 a 79 anos";106;101;207
"De 80 anos ou mais";93;94;187
"Total";5467;5180;10647
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

