 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 521860 Rialma
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";313;283;596
"De 5 a 9 anos";395;340;735
"De 10 a 14 anos";444;405;849
"De 15 a 19 anos";462;444;906
"De 20 a 24 anos";445;447;892
"De 25 a 29 anos";415;424;839
"De 30 a 34 anos";440;425;865
"De 35 a 39 anos";457;462;919
"De 40 a 44 anos";418;453;871
"De 45 a 49 anos";366;402;768
"De 50 a 54 anos";302;325;627
"De 55 a 59 anos";254;276;530
"De 60 a 64 anos";207;225;432
"De 65 a 69 anos";164;173;337
"De 70 a 74 anos";120;140;260
"De 75 a 79 anos";73;98;171
"De 80 anos ou mais";89;72;161
"Total";5364;5394;10758
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

