 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 171720 Piraquê
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";154;130;284
"De 5 a 9 anos";173;135;308
"De 10 a 14 anos";160;151;311
"De 15 a 19 anos";154;130;284
"De 20 a 24 anos";131;126;257
"De 25 a 29 anos";140;120;260
"De 30 a 34 anos";123;104;227
"De 35 a 39 anos";108;85;193
"De 40 a 44 anos";95;82;177
"De 45 a 49 anos";86;66;152
"De 50 a 54 anos";70;71;141
"De 55 a 59 anos";70;56;126
"De 60 a 64 anos";75;30;105
"De 65 a 69 anos";49;23;72
"De 70 a 74 anos";23;11;34
"De 75 a 79 anos";9;9;18
"De 80 anos ou mais";14;7;21
"Total";1634;1336;2970
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

