 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 293130 Tapiramutá
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";957;906;1863
"De 5 a 9 anos";961;932;1893
"De 10 a 14 anos";1027;997;2024
"De 15 a 19 anos";1037;993;2030
"De 20 a 24 anos";922;860;1782
"De 25 a 29 anos";712;702;1414
"De 30 a 34 anos";590;571;1161
"De 35 a 39 anos";490;477;967
"De 40 a 44 anos";441;439;880
"De 45 a 49 anos";341;378;719
"De 50 a 54 anos";276;275;551
"De 55 a 59 anos";247;237;484
"De 60 a 64 anos";188;187;375
"De 65 a 69 anos";137;148;285
"De 70 a 74 anos";105;123;228
"De 75 a 79 anos";67;87;154
"De 80 anos ou mais";84;107;191
"Total";8582;8419;17001
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

