 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 411275 Jesuítas
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";367;343;710
"De 5 a 9 anos";391;368;759
"De 10 a 14 anos";395;376;771
"De 15 a 19 anos";411;383;794
"De 20 a 24 anos";378;385;763
"De 25 a 29 anos";332;376;708
"De 30 a 34 anos";375;388;763
"De 35 a 39 anos";400;388;788
"De 40 a 44 anos";350;343;693
"De 45 a 49 anos";290;292;582
"De 50 a 54 anos";259;272;531
"De 55 a 59 anos";241;254;495
"De 60 a 64 anos";232;216;448
"De 65 a 69 anos";211;168;379
"De 70 a 74 anos";142;125;267
"De 75 a 79 anos";97;85;182
"De 80 anos ou mais";61;54;115
"Total";4932;4816;9748
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

