 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 293140 Teodoro Sampaio
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";394;357;751
"De 5 a 9 anos";452;417;869
"De 10 a 14 anos";463;473;936
"De 15 a 19 anos";509;492;1001
"De 20 a 24 anos";458;436;894
"De 25 a 29 anos";363;352;715
"De 30 a 34 anos";295;301;596
"De 35 a 39 anos";272;277;549
"De 40 a 44 anos";228;202;430
"De 45 a 49 anos";151;168;319
"De 50 a 54 anos";142;172;314
"De 55 a 59 anos";122;182;304
"De 60 a 64 anos";112;163;275
"De 65 a 69 anos";98;134;232
"De 70 a 74 anos";81;99;180
"De 75 a 79 anos";67;84;151
"De 80 anos ou mais";79;112;191
"Total";4286;4421;8707
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

