 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 220525 Jardim do Mulato
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";176;168;344
"De 5 a 9 anos";189;179;368
"De 10 a 14 anos";204;164;368
"De 15 a 19 anos";214;199;413
"De 20 a 24 anos";197;185;382
"De 25 a 29 anos";180;172;352
"De 30 a 34 anos";157;163;320
"De 35 a 39 anos";138;159;297
"De 40 a 44 anos";131;143;274
"De 45 a 49 anos";136;142;278
"De 50 a 54 anos";144;133;277
"De 55 a 59 anos";105;106;211
"De 60 a 64 anos";87;103;190
"De 65 a 69 anos";62;68;130
"De 70 a 74 anos";52;54;106
"De 75 a 79 anos";44;46;90
"De 80 anos ou mais";33;41;74
"Total";2249;2225;4474
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

