 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 520760 Fazenda Nova
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";205;207;412
"De 5 a 9 anos";249;226;475
"De 10 a 14 anos";272;257;529
"De 15 a 19 anos";285;263;548
"De 20 a 24 anos";238;230;468
"De 25 a 29 anos";231;238;469
"De 30 a 34 anos";242;235;477
"De 35 a 39 anos";274;266;540
"De 40 a 44 anos";283;249;532
"De 45 a 49 anos";241;233;474
"De 50 a 54 anos";208;189;397
"De 55 a 59 anos";187;175;362
"De 60 a 64 anos";162;138;300
"De 65 a 69 anos";117;120;237
"De 70 a 74 anos";90;75;165
"De 75 a 79 anos";56;52;108
"De 80 anos ou mais";53;49;102
"Total";3393;3202;6595
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

