 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312440 Espírito Santo do Dourado
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";123;118;241
"De 5 a 9 anos";124;124;248
"De 10 a 14 anos";137;129;266
"De 15 a 19 anos";167;147;314
"De 20 a 24 anos";197;165;362
"De 25 a 29 anos";197;148;345
"De 30 a 34 anos";174;151;325
"De 35 a 39 anos";172;157;329
"De 40 a 44 anos";172;163;335
"De 45 a 49 anos";181;170;351
"De 50 a 54 anos";184;167;351
"De 55 a 59 anos";170;138;308
"De 60 a 64 anos";143;118;261
"De 65 a 69 anos";113;105;218
"De 70 a 74 anos";89;77;166
"De 75 a 79 anos";64;52;116
"De 80 anos ou mais";67;70;137
"Total";2474;2199;4673
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

