 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 353286 Nova Castilho
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";48;46;94
"De 5 a 9 anos";53;47;100
"De 10 a 14 anos";54;32;86
"De 15 a 19 anos";31;36;67
"De 20 a 24 anos";33;56;89
"De 25 a 29 anos";37;53;90
"De 30 a 34 anos";34;45;79
"De 35 a 39 anos";36;51;87
"De 40 a 44 anos";31;44;75
"De 45 a 49 anos";48;54;102
"De 50 a 54 anos";52;48;100
"De 55 a 59 anos";37;31;68
"De 60 a 64 anos";33;29;62
"De 65 a 69 anos";20;34;54
"De 70 a 74 anos";17;25;42
"De 75 a 79 anos";14;19;33
"De 80 anos ou mais";16;23;39
"Total";594;673;1267
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

