 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 355390 Tarabai
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";275;286;561
"De 5 a 9 anos";312;274;586
"De 10 a 14 anos";293;294;587
"De 15 a 19 anos";301;277;578
"De 20 a 24 anos";260;232;492
"De 25 a 29 anos";232;263;495
"De 30 a 34 anos";235;249;484
"De 35 a 39 anos";246;228;474
"De 40 a 44 anos";176;181;357
"De 45 a 49 anos";128;139;267
"De 50 a 54 anos";136;95;231
"De 55 a 59 anos";89;105;194
"De 60 a 64 anos";90;94;184
"De 65 a 69 anos";86;80;166
"De 70 a 74 anos";55;54;109
"De 75 a 79 anos";51;38;89
"De 80 anos ou mais";18;20;38
"Total";2983;2909;5892
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

