 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314537 Novorizonte
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";197;200;397
"De 5 a 9 anos";197;214;411
"De 10 a 14 anos";228;242;470
"De 15 a 19 anos";242;236;478
"De 20 a 24 anos";230;196;426
"De 25 a 29 anos";226;194;420
"De 30 a 34 anos";215;183;398
"De 35 a 39 anos";172;142;314
"De 40 a 44 anos";152;139;291
"De 45 a 49 anos";133;138;271
"De 50 a 54 anos";115;121;236
"De 55 a 59 anos";104;122;226
"De 60 a 64 anos";103;105;208
"De 65 a 69 anos";88;91;179
"De 70 a 74 anos";71;80;151
"De 75 a 79 anos";60;60;120
"De 80 anos ou mais";56;86;142
"Total";2589;2549;5138
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

