 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 220160 Beneditinos
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";369;352;721
"De 5 a 9 anos";384;365;749
"De 10 a 14 anos";432;407;839
"De 15 a 19 anos";451;460;911
"De 20 a 24 anos";447;412;859
"De 25 a 29 anos";431;385;816
"De 30 a 34 anos";418;408;826
"De 35 a 39 anos";404;374;778
"De 40 a 44 anos";309;304;613
"De 45 a 49 anos";264;270;534
"De 50 a 54 anos";261;247;508
"De 55 a 59 anos";236;258;494
"De 60 a 64 anos";223;246;469
"De 65 a 69 anos";179;193;372
"De 70 a 74 anos";136;141;277
"De 75 a 79 anos";97;110;207
"De 80 anos ou mais";94;119;213
"Total";5135;5051;10186
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

