 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 421985 Zortéa
Período:2014
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";119;111;230
"De 5 a 9 anos";125;101;226
"De 10 a 14 anos";140;110;250
"De 15 a 19 anos";115;124;239
"De 20 a 24 anos";129;129;258
"De 25 a 29 anos";133;107;240
"De 30 a 34 anos";142;128;270
"De 35 a 39 anos";134;121;255
"De 40 a 44 anos";118;110;228
"De 45 a 49 anos";107;104;211
"De 50 a 54 anos";86;88;174
"De 55 a 59 anos";80;83;163
"De 60 a 64 anos";73;75;148
"De 65 a 69 anos";55;57;112
"De 70 a 74 anos";43;39;82
"De 75 a 79 anos";24;28;52
"De 80 anos ou mais";17;28;45
"Total";1640;1543;3183
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

