 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 522130 Três Ranchos
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";90;94;184
"De 5 a 9 anos";105;110;215
"De 10 a 14 anos";119;132;251
"De 15 a 19 anos";126;117;243
"De 20 a 24 anos";115;105;220
"De 25 a 29 anos";104;114;218
"De 30 a 34 anos";107;119;226
"De 35 a 39 anos";114;121;235
"De 40 a 44 anos";116;103;219
"De 45 a 49 anos";97;84;181
"De 50 a 54 anos";98;80;178
"De 55 a 59 anos";82;70;152
"De 60 a 64 anos";67;61;128
"De 65 a 69 anos";51;42;93
"De 70 a 74 anos";38;29;67
"De 75 a 79 anos";21;18;39
"De 80 anos ou mais";18;14;32
"Total";1468;1413;2881
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

