 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 130440 Urucurituba
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1057;977;2034
"De 5 a 9 anos";996;989;1985
"De 10 a 14 anos";998;894;1892
"De 15 a 19 anos";887;682;1569
"De 20 a 24 anos";643;460;1103
"De 25 a 29 anos";454;371;825
"De 30 a 34 anos";370;296;666
"De 35 a 39 anos";321;276;597
"De 40 a 44 anos";296;238;534
"De 45 a 49 anos";262;181;443
"De 50 a 54 anos";190;134;324
"De 55 a 59 anos";158;122;280
"De 60 a 64 anos";121;121;242
"De 65 a 69 anos";109;90;199
"De 70 a 74 anos";66;61;127
"De 75 a 79 anos";63;60;123
"De 80 anos ou mais";99;96;195
"Total";7090;6048;13138
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

