 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 250180 Bayeux
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";5251;5076;10327
"De 5 a 9 anos";5081;5035;10116
"De 10 a 14 anos";4918;5047;9965
"De 15 a 19 anos";5176;5239;10415
"De 20 a 24 anos";5059;5051;10110
"De 25 a 29 anos";4215;4428;8643
"De 30 a 34 anos";3890;4241;8131
"De 35 a 39 anos";3217;3513;6730
"De 40 a 44 anos";2360;2656;5016
"De 45 a 49 anos";1814;2232;4046
"De 50 a 54 anos";1595;1959;3554
"De 55 a 59 anos";1232;1565;2797
"De 60 a 64 anos";1047;1426;2473
"De 65 a 69 anos";723;975;1698
"De 70 a 74 anos";521;731;1252
"De 75 a 79 anos";399;538;937
"De 80 anos ou mais";361;594;955
"Total";46859;50306;97165
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

