 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 261170 Riacho das Almas
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";751;716;1467
"De 5 a 9 anos";762;717;1479
"De 10 a 14 anos";738;724;1462
"De 15 a 19 anos";734;799;1533
"De 20 a 24 anos";910;837;1747
"De 25 a 29 anos";900;827;1727
"De 30 a 34 anos";847;869;1716
"De 35 a 39 anos";742;805;1547
"De 40 a 44 anos";744;794;1538
"De 45 a 49 anos";628;703;1331
"De 50 a 54 anos";588;603;1191
"De 55 a 59 anos";530;486;1016
"De 60 a 64 anos";360;403;763
"De 65 a 69 anos";285;352;637
"De 70 a 74 anos";272;307;579
"De 75 a 79 anos";194;213;407
"De 80 anos ou mais";228;278;506
"Total";10213;10433;20646
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

