 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 313260 Itamarati de Minas
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";111;108;219
"De 5 a 9 anos";142;132;274
"De 10 a 14 anos";168;173;341
"De 15 a 19 anos";191;192;383
"De 20 a 24 anos";179;164;343
"De 25 a 29 anos";159;134;293
"De 30 a 34 anos";143;129;272
"De 35 a 39 anos";165;148;313
"De 40 a 44 anos";166;165;331
"De 45 a 49 anos";156;139;295
"De 50 a 54 anos";129;113;242
"De 55 a 59 anos";106;97;203
"De 60 a 64 anos";86;75;161
"De 65 a 69 anos";67;65;132
"De 70 a 74 anos";59;56;115
"De 75 a 79 anos";38;41;79
"De 80 anos ou mais";39;52;91
"Total";2104;1983;4087
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

